index,id,community,district,bizcircle,tagList,onsale
768,1111027374982,皇姑坟小区,朝阳,安贞,近地铁10号线安贞门站,3
769,1111027374983,海格国际,西城,宣武门,近地铁2号线宣武门站,1
770,1111027374984,化工管理学院,朝阳,惠新西街,近地铁5号线和平西桥站,0
771,1111027374985,慧谷根园,朝阳,望京,近地铁15号线望京东站,3
772,1111027374986,后沟胡同,东城,建国门外,近地铁5号线崇文门站,0
773,1111027374987,花梗胡同,东城,交道口,近地铁5号线北新桥站,0
774,1111027374988,花梗胡同19号院,东城,交道口,近地铁5号线北新桥站,0
775,1111027374989,花梗胡同1号院,东城,交道口,近地铁5号线北新桥站,0
776,1111027374991,慧谷金色家园,朝阳,望京,近地铁15号线望京站,9
777,1111027374993,华冠丽景,东城,东直门,近地铁2号线东直门站,1
778,1111027374994,后鼓楼苑胡同,东城,地安门,近地铁2号线积水潭站,0
779,1111027374995,后广平胡同,西城,官园,近地铁2号线西直门站,0
780,1111027374996,护国寺18号院,西城,西四,近地铁4号线平安里站,0
781,1111027374997,护国寺大街,西城,西四,近地铁4号线平安里站,0
782,1111027374998,护国寺大街7号院,西城,西四,近地铁4号线平安里站,0
783,1111027374999,护国寺东巷,西城,西四,近地铁4号线平安里站,0
784,1111027375000,慧谷时空,朝阳,望京,近地铁15号线望京站,8
785,1111027375001,护国寺棉花胡同,西城,西四,近地铁4号线平安里站,0
786,1111027375002,护国寺西巷,西城,西四,近地铁4号线平安里站,0
787,1111027375004,护国寺西巷57号院,西城,西四,近地铁4号线平安里站,0
788,1111027375006,黄瓜园,西城,阜成门,近地铁6号线车公庄西站,0
789,1111027375007,慧谷阳光,朝阳,望京,近地铁15号线望京东站,12
790,1111027375008,后公用胡同,西城,西四,近地铁4号线平安里站,0
791,1111027375009,海关总署,朝阳,双井,近地铁7号线广渠门外站,1
792,1111027375010,后海北沿,西城,六铺炕,近地铁2号线积水潭站,0
793,1111027375012,花虎沟11号院,朝阳,奥林匹克公园,,0
794,1111027375014,花虎沟9号院,朝阳,奥林匹克公园,,2
795,1111027375015,鸿华高尔夫庄园,朝阳,亚运村小营,,1
796,1111027375019,华瀚国际,朝阳,欢乐谷,近地铁7号线南楼梓庄站,2
797,1111027375022,恒华国际商务中心,西城,月坛,,0
798,1111027375025,后海夹道,西城,六铺炕,近地铁2号线积水潭站,0
799,1111027375026,汇鸿家园,朝阳,管庄,近地铁6号线黄渠站,10
800,1111027375027,华鸿家园,海淀,西三旗,,2
801,1111027375029,黄化门街,东城,东四,近地铁6号线南锣鼓巷站,0
802,1111027375030,后海南沿,西城,地安门,近地铁2号线雍和宫站,0
803,1111027375031,后海前街,西城,地安门,近地铁2号线积水潭站,0
804,1111027375038,海华堂,朝阳,十里堡,近地铁6号线十里堡站,8
805,1111027375045,后海西沿,西城,六铺炕,近地铁2号线积水潭站,0
806,1111027375047,华辉苑,朝阳,潘家园,近地铁10号线潘家园站,6
807,1111027375050,汉华苑,朝阳,华威桥,近地铁10号线潘家园站,2
808,1111027375051,浩鸿园,朝阳,国展,近地铁13号线柳芳站,4
809,1111027375052,后河沿,西城,长椿街,近地铁2号线长椿街站,0
810,1111027375053,宏汇园小区,西城,金融街,近地铁4号线灵境胡同站,1
811,1111027375055,横街,东城,东四,近地铁5号线北新桥站,0
812,1111027375057,宏建北里,西城,右安门内,近地铁4号线陶然亭站,0
813,1111027375058,宏建北里平房,西城,右安门内,近地铁4号线陶然亭站,0
814,1111027375059,韩家川120号院,海淀,海淀北部新区,,0
815,1111027375060,花家地北里,朝阳,望京,近地铁14号线(东段)阜通站,3
816,1111027375062,花家地南里,朝阳,望京,,6
817,1111027375063,豪景大厦,海淀,双榆树,近地铁4号线海淀黄庄站,0
818,1111027375065,花家地西里二区,朝阳,望京,近地铁14号线(东段)阜通站,6
819,1111027375066,花家地西里三区,朝阳,望京,近地铁14号线(东段)阜通站,4
820,1111027375067,花家地西里一区,朝阳,望京,近地铁14号线(东段)阜通站,8
821,1111027375068,花家地小区,朝阳,望京,近地铁14号线(东段)阜通站,5
822,1111027375069,海军大院19号,海淀,公主坟,近地铁1号线万寿路站,0
823,1111027375070,后局大院胡同,东城,东四,近地铁1号线东单站,0
824,1111027375072,汇景阁,海淀,紫竹桥,,2
825,1111027375073,濠景阁,朝阳,潘家园,,1
826,1111027375074,韩家胡同,西城,宣武门,近地铁2号线和平门站,0
827,1111027375075,好景胡同,东城,崇文门,近地铁2号线前门站,0
828,1111027375076,横街胡同,东城,东四,近地铁5号线张自忠路站,0
829,1111027375078,红居街10号院,西城,广安门,近地铁7号线达官营站,2
830,1111027375079,豪景佳苑,海淀,双榆树,近地铁4号线海淀黄庄站,0
831,1111027375081,呼家楼北街,朝阳,红庙,近地铁6号线呼家楼站,3
832,1111027375082,呼家楼北里,朝阳,红庙,近地铁6号线呼家楼站,2
833,1111027375083,呼家楼南里,朝阳,红庙,近地铁1号线四惠站,0
834,1111027375084,呼家楼新街大院,朝阳,红庙,近地铁10号线金台夕照站,1
835,1111027375085,呼家楼西里,朝阳,红庙,近地铁6号线呼家楼站,0
836,1111027375086,呼家楼新苑,朝阳,红庙,近地铁10号线金台夕照站,0
837,1111027375087,宏嘉丽园,海淀,知春路,近地铁10号线西土城站,3
838,1111027375088,红居南街,西城,广安门,近地铁7号线达官营站,3
839,1111027375089,红居南街1号院,西城,广安门,近地铁7号线达官营站,3
840,1111027375090,红居南街6号院,西城,广安门,近地铁7号线达官营站,1
841,1111027375092,宏建南里,西城,右安门内,近地铁4号线陶然亭站,0
842,1111027375093,宏建南里平房,西城,右安门内,近地铁4号线陶然亭站,0
843,1111027375095,郝家湾,西城,车公庄,近地铁4号线动物园站,0
844,1111027375103,红居斜街,西城,广安门,近地铁7号线达官营站,1
845,1111027375104,红居斜街4号院,西城,广安门,近地铁7号线达官营站,3
846,1111027375106,黄金苑,朝阳,北苑,近地铁5号线立水桥南站,7
847,1111027375107,和景园,海淀,知春路,近地铁10号线西土城站,0
848,1111027375108,湖景苑,东城,安定门,近地铁8号线安德里北街站,1
849,1111027375110,胡家园26号院,东城,东直门,近地铁2号线东直门站,2
850,1111027375112,红军营东路九号院,朝阳,北苑,,0
851,1111027375113,红军营南路9号院,朝阳,奥林匹克公园,,0
852,1111027375114,胡家园小区,东城,东直门,近地铁2号线东直门站,4
853,1111027375115,恒基中心,东城,建国门外,近地铁2号线北京站站,2
854,1111027375118,航空胡同,西城,西四,近地铁2号线积水潭站,0
855,1111027375119,航空胡同11号院,西城,西四,近地铁4号线新街口站,0
856,1111027375120,航空胡同22号院,西城,西四,近地铁4号线平安里站,0
857,1111027375121,航空胡同40号院,西城,西四,近地铁4号线平安里站,2
858,1111027375123,环科院,朝阳,北苑,近地铁5号线立水桥南站,3
859,1111027375124,荟康苑,朝阳,管庄,近地铁6号线黄渠站,6
860,1111027375125,红联北村,海淀,小西天,,19
861,1111027375126,红莲北里,西城,马连道,近地铁7号线达官营站,1
862,1111027375127,红莲北里17号院,西城,马连道,近地铁7号线达官营站,0
863,1111027375128,红联村,海淀,新街口,近地铁2号线积水潭站,1
864,1111027375129,红联村3号院,海淀,新街口,,0
865,1111027375130,红联村东平房,海淀,新街口,,0
866,1111027375132,华仑大厦,朝阳,亚运村小营,,2
867,1111027375133,华龙大厦,西城,马甸,近地铁10号线健德门站,2
868,1111027375137,红炉胡同,西城,陶然亭,近地铁7号线虎坊桥站,0
869,1111027375138,侯拉胡同,东城,建国门外,近地铁2号线北京站站,0
870,1111027375141,华龙美树,朝阳,管庄,近地铁八通线双桥站,11
871,1111027375142,华龙美晟,东城,永定门,近地铁14号线(东段)永定门外站,2
872,1111027375143,华龙美钰,西城,右安门内,近地铁4号线陶然亭站,0
873,1111027375144,红联南村,海淀,新街口,,8
874,1111027375145,红联南村45号院,海淀,新街口,,0
875,1111027375146,红联南村46号院,海淀,新街口,,0
876,1111027375147,红莲南里,西城,马连道,近地铁7号线达官营站,10
877,1111027375148,后罗圈胡同,西城,西四,近地铁4号线平安里站,0
878,1111027375149,红莲晴园,西城,马连道,近地铁7号线达官营站,4
879,1111027375155,红莲中里,西城,马连道,近地铁7号线达官营站,5
880,1111027375156,海澜中苑,海淀,田村,,0
881,1111027375157,红庙北里,朝阳,红庙,近地铁7号线大郊亭站,13
882,1111027375158,华贸城,朝阳,北苑,近地铁13号线北苑站,53
883,1111027375159,后马厂胡同,西城,六铺炕,近地铁2号线鼓楼大街站,0
884,1111027375160,华睦大厦,西城,马连道,近地铁7号线湾子站,0
885,1111027375161,华贸国际公寓,朝阳,红庙,近地铁1号线大望路站,20
886,1111027375162,洪茂沟社区,西城,月坛,,0
887,1111027375163,黄米胡同,东城,东四,近地铁5号线东四站,0
888,1111027375164,宏庙胡同,西城,金融街,近地铁4号线灵境胡同站,0
889,1111027375165,后帽胡同,西城,西四,近地铁4号线平安里站,0
890,1111027375166,后毛家湾,西城,西四,近地铁2号线鼓楼大街站,0
891,1111027375169,红庙西里,朝阳,红庙,近地铁1号线四惠站,2
892,1111027375170,华美橡树岭,朝阳,双桥,,4
893,1111027375171,黄木庄,朝阳,双井,近地铁10号线双井站,2
894,1111027375177,航南小区,海淀,知春路,近地铁10号线西土城站,3
895,1111027375180,华普花园,东城,东直门,近地铁2号线东四十条站,2
896,1111027375181,和平街十二区,朝阳,和平里,近地铁5号线和平西桥站,5
897,1111027375182,和平街十区,朝阳,和平里,近地铁5号线和平西桥站,2
898,1111027375183,和平街十三区,朝阳,和平里,近地铁机场线三元桥站,2
899,1111027375184,和平街十四区,朝阳,和平里,近地铁5号线和平里北街站,2
900,1111027375185,和平街十五区1号院,朝阳,和平里,近地铁13号线光熙门站,7
901,1111027375186,和平街十五区2号院,朝阳,和平里,近地铁2号线雍和宫站,1
902,1111027375188,和平街十一区,朝阳,和平里,近地铁5号线和平西桥站,7
903,1111027375189,和平街西苑,朝阳,和平里,近地铁5号线和平西桥站,4
904,1111027375190,和平街西苑乙5号院,朝阳,和平里,近地铁5号线和平西桥站,0
905,1111027375192,黄平路8号院,海淀,西三旗,近地铁8号线育新站,0
906,1111027375193,和平里北街5号院,朝阳,和平里,近地铁13号线柳芳站,0
907,1111027375194,和平里北街甲5号院,朝阳,和平里,近地铁13号线柳芳站,0
908,1111027375195,和平街八区,朝阳,和平里,近地铁5号线和平西桥站,1
909,1111027375196,和平里东街10号院,东城,和平里,近地铁13号线柳芳站,0
910,1111027375197,和平里东街15号院,东城,和平里,近地铁2号线雍和宫站,2
911,1111027375198,和平里东街9号院,东城,和平里,近地铁2号线雍和宫站,1
912,1111027375199,和平里二区,东城,和平里,近地铁5号线和平里北街站,2
913,1111027375201,和平里九区,东城,和平里,近地铁5号线和平里北街站,0
914,1111027375202,和平里六区,东城,和平里,近地铁5号线和平里北街站,3
915,1111027375203,和平里七区,东城,和平里,近地铁5号线和平西桥站,7
916,1111027375204,和平里三区,东城,和平里,近地铁5号线和平里北街站,6
917,1111027375205,和平里四区,东城,和平里,近地铁5号线和平里北街站,0
918,1111027375206,和平里五区,东城,和平里,近地铁2号线鼓楼大街站,8
919,1111027375208,和平里一区,东城,和平里,近地铁5号线和平里北街站,2
920,1111027375209,和平里中街,东城,安定门,近地铁5号线和平里北街站,0
921,1111027375210,和平门外东街,西城,宣武门,近地铁2号线和平门站,0
922,1111027375212,和平门外西里,西城,宣武门,近地铁2号线和平门站,0
923,1111027375214,和平新城二期,东城,和平里,近地铁13号线柳芳站,0
924,1111027375215,和平新城一期,东城,和平里,近地铁2号线安定门站,6
925,1111027375216,和平西街,朝阳,和平里,近地铁5号线和平西桥站,5
926,1111027375217,和平西街1号院,朝阳,和平里,近地铁5号线和平西桥站,0
927,1111027375219,和平西苑,朝阳,和平里,近地铁5号线和平西桥站,1
928,1111027375220,火桥北里,东城,左安门,近地铁5号线天坛东门站,1
929,1111027375221,华侨村,朝阳,建国门外,近地铁7号线广渠门内站,2
930,1111027375225,华清嘉园,海淀,五道口,近地铁13号线五道口站,27
931,1111027375226,和乔丽晶二期,朝阳,酒仙桥,近地铁14号线(东段)将台站,0
932,1111027375228,和乔丽晶一期,朝阳,酒仙桥,近地铁14号线(东段)将台站,0
933,1111027375229,和乔丽致公寓,朝阳,CBD,近地铁1号线大望路站,14
934,1111027375231,红桥市场,东城,崇文门,近地铁5号线天坛东门站,0
935,1111027375232,红桥市场东大地,东城,崇文门,近地铁5号线天坛东门站,0
936,1111027375239,海清园,海淀,清河,,4
937,1111027375240,荷清苑,海淀,五道口,,0
938,1111027375242,海润国际,朝阳,酒仙桥,近地铁14号线(东段)将台站,3
939,1111027375245,华荣公寓,西城,金融街,近地铁1号线复兴门站,1
940,1111027375246,海润花园,西城,马连道,近地铁7号线湾子站,1
941,1111027375248,汉荣家园,海淀,知春路,近地铁10号线知春路站,4
942,1111027375249,华仁路平房,西城,陶然亭,近地铁7号线虎坊桥站,0
943,1111027375250,华仁路小区,西城,陶然亭,近地铁7号线珠市口站,0
944,1111027375254,褐石,海淀,五道口,,2
945,1111027375255,环山村,海淀,海淀北部新区,,2
946,1111027375256,黄寺大街22号院,西城,马甸,近地铁8号线安华桥站,0
947,1111027375257,黄寺大街24号院,西城,六铺炕,近地铁2号线鼓楼大街站,7
948,1111027375258,黄寺大街28号院,朝阳,安定门,近地铁8号线安华桥站,2
949,1111027375259,黄寺大街2号院,东城,安定门,近地铁8号线安德里北街站,2
950,1111027375260,黄寺大街甲3号,朝阳,安贞,近地铁2号线积水潭站,0
951,1111027375261,黄寺大街甲6号院,东城,安定门,近地铁8号线安华桥站,0
952,1111027375262,花市东三条,东城,东花市,近地铁7号线广渠门内站,0
953,1111027375264,华声国际大厦,朝阳,朝阳门外,近地铁1号线建国门站,0
954,1111027375265,海晟国际公寓,东城,工体,近地铁2号线东直门站,8
955,1111027375266,红杉国际公寓,海淀,五道口,近地铁15号线清华东路西口站,6
956,1111027375267,合生国际花园,朝阳,双井,近地铁10号线双井站,8
957,1111027375268,珠江罗马嘉园东区,朝阳,朝青,近地铁6号线青年路站,8
958,1111027375269,红杉公寓,东城,东直门,近地铁2号线东直门站,0
959,1111027375270,后孙公园胡同,西城,宣武门,近地铁2号线和平门站,0
960,1111027375271,黄寺后身36号院,朝阳,马甸,近地铁8号线安华桥站,5
961,1111027375272,弘善胡同,西城,地安门,近地铁2号线积水潭站,0
962,1111027375273,弘善家园,朝阳,潘家园,近地铁5号线天坛东门站,41
963,1111027375276,华盛家园,海淀,牡丹园,近地铁10号线牡丹园站,4
964,1111027375277,华世隆国际公寓,东城,安贞,近地铁5号线和平西桥站,1
965,1111027375278,华盛乐章,朝阳,健翔桥,,2
966,1111027375280,海晟名苑,东城,工体,近地铁2号线雍和宫站,8
967,1111027375281,恒盛欧洲公馆,海淀,玉泉路,近地铁1号线玉泉路站,1
968,1111027375288,化石营,朝阳,东大桥,近地铁6号线呼家楼站,0
969,1111027375289,红松园北里2号院,朝阳,东坝,,0
970,1111027375300,航天城小区,海淀,海淀北部新区,,2
971,1111027375301,红土店南里,西城,陶然亭,近地铁4号线北京南站站,1
972,1111027375302,红土店平房,西城,陶然亭,近地铁4号线陶然亭站,0
973,1111027375305,华天大厦,海淀,军博,,1
974,1111027375306,华通大厦,海淀,紫竹桥,近地铁6号线白石桥南站,0
975,1111027375310,黄图岗胡同,东城,灯市口,近地铁5号线东四站,0
976,1111027375311,华腾国际,朝阳,大望路,近地铁7号线大郊亭站,0
977,1111027375314,后铁匠胡同,西城,西四,近地铁4号线平安里站,0
978,1111027375317,华亭嘉园,朝阳,健翔桥,近地铁8号线奥体中心站,20
979,1111027375318,后屯路32号院,海淀,清河,近地铁8号线育新站,0
980,1111027375319,航天社区,海淀,中关村,近地铁10号线知春里站,7
981,1111027375325,航天五院小区,海淀,魏公村,近地铁4号线国家图书馆站,1
982,1111027375328,华腾新天地大厦,朝阳,大望路,近地铁7号线大郊亭站,0
983,1111027375331,核桃园,西城,长椿街,近地铁7号线广安门内站,2
984,1111027375332,和泰园,朝阳,太阳宫,近地铁10号线太阳宫站,7
985,1111027375333,华腾园,朝阳,劲松,近地铁10号线劲松站,17
986,1111027375334,核桃园北里,朝阳,东大桥,近地铁6号线呼家楼站,2
987,1111027375335,后桃园胡同10号,西城,西直门,近地铁2号线西直门站,1
988,1111027375336,后桃园胡同9号院,西城,西直门,近地铁2号线西直门站,0
989,1111027375337,核桃园南里,西城,长椿街,近地铁7号线广安门内站,0
990,1111027375338,核桃园南里平房,西城,长椿街,近地铁2号线长椿街站,0
991,1111027375339,海天中心,海淀,军博,近地铁9号线北京西站站,1
992,1111027375340,黄亭子小区,海淀,北太平庄,近地铁10号线西土城站,1
993,1111027375341,华威北里,朝阳,潘家园,近地铁10号线劲松站,15
994,1111027375342,汉威大厦,朝阳,东大桥,近地铁10号线金台夕照站,0
995,1111027375345,豪威家园,朝阳,安贞,近地铁5号线和平西桥站,0
996,1111027375346,环卫家园,朝阳,石佛营,近地铁6号线十里堡站,5
997,1111027375347,华威南路,朝阳,潘家园,近地铁10号线潘家园站,2
998,1111027375352,华威西里,朝阳,潘家园,近地铁10号线潘家园站,29
999,1111027375354,惠新北里,朝阳,惠新西街,近地铁5号线惠新西街北口站,1
1000,1111027375355,惠新北里1号院,朝阳,惠新西街,近地铁5号线惠新西街北口站,2
1001,1111027375356,惠新北里2号院,朝阳,惠新西街,近地铁5号线惠新西街北口站,1
1002,1111027375357,后现代城,朝阳,大望路,近地铁1号线四惠站,51
1003,1111027375358,惠新东街,朝阳,芍药居,近地铁5号线惠新西街北口站,4
1004,1111027375359,惠新东街10号院,朝阳,芍药居,,0
1005,1111027375361,惠新东街14号院,朝阳,芍药居,近地铁5号线惠新西街南口站,2
1006,1111027375362,惠新东街5号院,朝阳,惠新西街,近地铁10号线太阳宫站,1
1007,1111027375363,惠新东街甲15号,朝阳,惠新西街,近地铁5号线惠新西街南口站,0
1008,1111027375368,汇欣大厦,朝阳,亚运村,近地铁15号线安立路站,0
1009,1111027375369,恒兴大厦,海淀,中关村,近地铁10号线知春里站,1
1010,1111027375375,汇欣公寓,朝阳,亚运村,近地铁15号线安立路站,0
1011,1111027375376,华馨公寓,朝阳,亚运村,近地铁15号线安立路站,3
1012,1111027375377,红线胡同,西城,宣武门,近地铁4号线菜市口站,0
1013,1111027375378,后小井胡同,西城,地安门,近地铁8号线什刹海站,0
1014,1111027375379,后肖家胡同,东城,安定门,近地铁2号线安定门站,0
1015,1111027375382,汇新家园,海淀,万柳,近地铁10号线巴沟站,16
1016,1111027375388,惠新里小区,朝阳,惠新西街,近地铁5号线惠新西街北口站,20
1017,1111027375389,惠新南里1号院,朝阳,惠新西街,近地铁5号线惠新西街南口站,1
1018,1111027375390,惠新南里2号院,朝阳,惠新西街,近地铁5号线惠新西街南口站,2
1019,1111027375391,惠新南里5号院,朝阳,惠新西街,近地铁5号线惠新西街南口站,1
1020,1111027375394,后细瓦厂胡同,西城,西单,近地铁1号线西单站,0
1021,1111027375395,惠新西街小区,朝阳,惠新西街,近地铁5号线惠新西街北口站,6
1022,1111027375396,惠新西街33号院,朝阳,惠新西街,近地铁5号线惠新西街南口站,3
1023,1111027375397,惠新西街甲15号院,朝阳,惠新西街,近地铁5号线惠新西街北口站,3
1024,1111027375398,惠新西街甲17号院,朝阳,惠新西街,近地铁5号线惠新西街北口站,1
1025,1111027375399,惠新西里二区,朝阳,惠新西街,近地铁5号线惠新西街北口站,0
1026,1111027375400,惠新西里一区,朝阳,惠新西街,近地铁5号线惠新西街南口站,1
1027,1111027375401,杭翔小区,朝阳,百子湾,,0
1028,1111027375402,汇秀轩小区,海淀,四季青,近地铁6号线海淀五路居站,0
1029,1111027375405,惠新苑,朝阳,惠新西街,近地铁5号线惠新西街北口站,5
1030,1111027375407,和谐雅园,朝阳,劲松,近地铁10号线劲松站,0
1031,1111027375411,华远北街,西城,金融街,近地铁4号线灵境胡同站,1
1032,1111027375413,华严北里小区,朝阳,健翔桥,近地铁8号线奥体中心站,14
1033,1111027375414,花园北路,海淀,牡丹园,近地铁10号线牡丹园站,0
1034,1111027375415,华严北里1号院,朝阳,健翔桥,近地铁8号线北土城站,0
1035,1111027375416,华严北里2号院,朝阳,健翔桥,近地铁10号线健德门站,11
1036,1111027375417,花园北路35号院,海淀,牡丹园,近地铁10号线牡丹园站,0
1037,1111027375418,花园北路36号院,海淀,牡丹园,近地铁10号线牡丹园站,0
1038,1111027375419,华严北里3号院,朝阳,健翔桥,近地铁8号线奥体中心站,0
1039,1111027375420,华严北里4号院,朝阳,健翔桥,近地铁8号线奥体中心站,0
1040,1111027375421,华严北里7号院,朝阳,健翔桥,近地铁5号线和平西桥站,0
1041,1111027375422,华严北里8号院,朝阳,健翔桥,,3
1042,1111027375423,华严北里9号院,朝阳,健翔桥,近地铁10号线健德门站,1
1043,1111027375424,华严北里二区1号院,朝阳,健翔桥,近地铁10号线健德门站,0
1044,1111027375425,花园北路甲35号,海淀,牡丹园,近地铁10号线牡丹园站,0
1045,1111027375426,华严北里中科院,朝阳,健翔桥,近地铁10号线健德门站,6
1046,1111027375427,黑窑厂东街,西城,陶然亭,近地铁4号线陶然亭站,1
1047,1111027375430,海运仓小区,东城,东直门,近地铁2号线东四十条站,9
1048,1111027375431,海运仓胡同3号院,东城,东直门,近地铁2号线东四十条站,0
1049,1111027375433,海运仓南里一区,东城,东直门,近地铁2号线东四十条站,0
1050,1111027375434,黑窑厂西里,西城,陶然亭,近地铁4号线陶然亭站,2
1051,1111027375435,花园村小区,海淀,甘家口,近地铁6号线花园桥站,8
1052,1111027375437,花园东路14号院,海淀,牡丹园,近地铁10号线牡丹园站,2
1053,1111027375438,花园东路16号院,海淀,牡丹园,近地铁10号线牡丹园站,0
1054,1111027375439,花园东路3号院,海淀,牡丹园,近地铁10号线牡丹园站,0
1055,1111027375446,花园东巷,东城,安定门,近地铁2号线安定门站,0
1056,1111027375447,航宇大厦,西城,金融街,,0
1057,1111027375452,后圆恩寺胡同,东城,地安门,近地铁6号线南锣鼓巷站,0
1058,1111027375453,华源冠军城,朝阳,南沙滩,近地铁15号线北沙滩站,7
1059,1111027375455,华悦国际公寓,朝阳,亚运村,近地铁5号线大屯路东站,3
1060,1111027375456,华阳公寓,朝阳,潘家园,近地铁10号线潘家园站,4
1061,1111027375457,汇园公寓,朝阳,亚运村,近地铁15号线安立路站,6
1062,1111027375458,宏源公寓,朝阳,大山子,,5
1063,1111027375459,花园公寓,海淀,牡丹园,近地铁10号线牡丹园站,4
1064,1111027375460,花园胡同,东城,安定门,近地铁2号线鼓楼大街站,0
1065,1111027375461,花园胡同29号院,东城,安定门,近地铁2号线安定门站,0
1066,1111027375462,花园胡同8号院,东城,安定门,近地铁2号线安定门站,3
1067,1111027375464,鸿运花园,东城,左安门,近地铁5号线磁器口站,1
1068,1111027375466,华远九都汇,朝阳,燕莎,,6
1069,1111027375468,海洋局小区,海淀,白石桥,近地铁4号线魏公村站,1
1070,1111027375469,和韵佳园,海淀,上地,,0
1071,1111027375470,华阳家园,朝阳,甜水园,近地铁14号线(东段)朝阳公园站,5
1072,1111027375472,后永康北巷,东城,东直门,近地铁2号线雍和宫站,0
1073,1111027375473,后永康二巷,东城,东直门,近地铁2号线雍和宫站,0
1074,1111027375474,后永康胡同,东城,东直门,近地铁5号线北新桥站,0
1075,1111027375475,后永康胡同2号院4号院,东城,东直门,近地铁5号线北新桥站,0
1076,1111027375477,后永康胡同6号院,东城,东直门,近地铁5号线北新桥站,2
1077,1111027375478,后永康胡同甲21号院,东城,东直门,近地铁5号线北新桥站,0
1078,1111027375479,华严里,朝阳,健翔桥,近地铁10号线健德门站,5
1079,1111027375480,花园楼,海淀,清河,近地铁8号线永泰庄站,4
1080,1111027375481,花园路10号院,海淀,北太平庄,近地铁10号线牡丹园站,0
1081,1111027375482,花园路12号院,海淀,北太平庄,近地铁10号线牡丹园站,0
1082,1111027375483,花园路14号院,海淀,北太平庄,,1
1083,1111027375484,花园路15号院,海淀,北太平庄,近地铁10号线牡丹园站,0
1084,1111027375485,花园路18号院,海淀,北太平庄,近地铁10号线牡丹园站,3
1085,1111027375486,花园路1号院,海淀,牡丹园,近地铁10号线牡丹园站,0
1086,1111027375487,华严里2号院,朝阳,健翔桥,近地铁10号线健德门站,0
1087,1111027375489,华严路3号院,西城,陶然亭,近地铁7号线珠市口站,0
1088,1111027375490,花园路3号院,海淀,牡丹园,近地铁10号线牡丹园站,3
1089,1111027375491,花园路5号院,海淀,北太平庄,近地铁10号线牡丹园站,0
1090,1111027375493,花园路8号院,海淀,北太平庄,近地铁10号线牡丹园站,1
1091,1111027375495,花园路甲1号,海淀,牡丹园,近地铁10号线牡丹园站,0
1092,1111027375496,花园路甲9号院,海淀,牡丹园,近地铁10号线牡丹园站,0
1093,1111027375498,弘燕路小区,朝阳,华威桥,近地铁14号线(东段)北工大西门站,4
1094,1111027375500,花园路乙69号,海淀,北太平庄,近地铁10号线牡丹园站,0
1095,1111027375501,华业玫瑰东方,朝阳,红庙,近地铁6号线金台路站,4
1096,1111027375502,华业玫瑰郡,朝阳,石佛营,近地铁6号线十里堡站,7
1097,1111027375503,海悦名门,朝阳,农展馆,近地铁14号线(东段)枣营站,2
1098,1111027375505,花园前巷,东城,安定门,近地铁2号线安定门站,0
1099,1111027375510,海云轩,海淀,西直门,近地铁2号线西直门站,7
1100,1111027375517,花园新区,海淀,清河,近地铁13号线上地站,0
1101,1111027375528,华裕园小区,西城,西四,近地铁4号线西四站,0
1102,1111027375529,宏英园小区,西城,金融街,近地铁4号线灵境胡同站,0
1103,1111027375530,后椅子胡同,东城,建国门内,近地铁1号线建国门站,0
1104,1111027375531,后英子胡同,西城,金融街,近地铁4号线灵境胡同站,0
1105,1111027375532,华源之星,朝阳,三里屯,近地铁6号线东大桥站,1
1106,1111027375533,花园闸小区,朝阳,定福庄,近地铁八通线传媒大学站,5
1107,1111027375534,慧忠北里,朝阳,亚运村,近地铁15号线安立路站,10
1108,1111027375535,慧忠北里第二社区,朝阳,亚运村,近地铁15号线关庄站,7
1109,1111027375536,慧忠北里第三社区,朝阳,亚运村,近地铁15号线安立路站,1
1110,1111027375537,慧忠北里第四社区,朝阳,亚运村,近地铁15号线安立路站,8
1111,1111027375538,慧忠北里第一社区,朝阳,亚运村,近地铁15号线安立路站,10
1112,1111027375540,华尊大厦,西城,马甸,近地铁10号线健德门站,2
1113,1111027375544,华展国际公寓,朝阳,马甸,近地铁10号线健德门站,4
1114,1111027375545,花枝胡同,西城,西四,近地铁4号线平安里站,0
1115,1111027375546,合子胡同,西城,西四,近地铁4号线西四站,0
1116,1111027375548,后赵家楼胡同,东城,建国门内,近地铁1号线建国门站,0
1117,1111027375552,10AM新坐标,朝阳,方庄,近地铁10号线劲松站,6
1118,1111027375553,10号名邸,海淀,紫竹桥,,3
1119,1111027375558,301医院家属楼,海淀,五棵松,,0
1120,1111027375560,309医院家属楼,海淀,海淀北部新区,近地铁16号线马连洼站,0
1121,1111027375562,621小区,海淀,清河,近地铁13号线上地站,2
1122,1111027375563,701宿舍,朝阳,双桥,,0
1123,1111027375567,奥东18,朝阳,惠新西街,近地铁5号线惠新西街北口站,2
1124,1111027375568,安德东里,西城,六铺炕,近地铁10号线牡丹园站,2
1125,1111027375569,安定路,东城,安贞,近地铁10号线安贞门站,3
1126,1111027375570,安德路,西城,六铺炕,近地铁2号线鼓楼大街站,3
1127,1111027375572,安德路47号院,东城,安定门,近地铁2号线鼓楼大街站,6
1128,1111027375573,安德路55号院,东城,安定门,近地铁2号线鼓楼大街站,0
1129,1111027375574,安德路59号,东城,安定门,近地铁2号线鼓楼大街站,0
1130,1111027375575,安德里北街23号院,东城,安定门,近地铁8号线安德里北街站,0
