投诉日期,投诉编号,投诉问题,投诉诉求,详细说明,投诉对象
2020-05-26,17349856852,紫梧桐一方以续约合同为新合同为由拒绝退还本人押金,退回押金及剩余房费,本人租赁紫梧桐的房屋，但由于部分权力未得到保障，因此提出退租申请，且本人在现住房屋已经居住一年以上，且中间没有拖欠过任何费用，所有的费用都是及时缴纳的，合同条款中说明了乙方租赁期限在一年以上且居住满一年以后即可不因为退租而支付违约金，但紫梧桐现在以本人签约日期为由，说本人合同为新合同，不给退还押...,紫梧桐
2020-06-01,17349902369,蛋壳公寓强制我须签一年合同强制绑定贷款,"退款,赔偿,道歉",去年10月份在上海蛋壳公寓（紫梧桐上海公寓管理有限公司）租了一个房子，今年10月份到期，蛋壳公寓强制绑定了租金贷，导致我现在买房贷款下不来，需要把蛋壳的租金贷提前还掉，被告知需要支付一个月租金的50%作为违约金，这个我答应了，还款方式我违约，我愿意支付，可是还要我强制续签一年合同，并且绑定租金贷！那么请...,紫梧桐
2020-05-26,17349857132,蛋壳公寓紫梧桐北京资产管理有限公司违规扣除租户押金态度恶劣,退款,本人在蛋壳公寓租的房子，里面隔三差五存在虫子爬上床爬到人身上的情况，联系管家处理后仍无法解决。由于本人皮肤虫子过敏，该房屋给本人造成了严重的心理压力，影响了本人身体健康和工作效率，故选择退租。但蛋壳公寓工作人员电话通知我退租要扣除全部押金做违约金，我坚决反对，并表示会投诉到底。明明是房屋的问题，...,紫梧桐
2020-05-26,17349852777,甲方紫梧桐下了解约告知函不按实际剩余天数退钱租房时参加的返现活动钱均不退,"退款,赔偿,道歉,作出处罚",1.甲方下达解约通知，三天内让搬离（协商未达成一致，恐吓不搬走扔了乙方的物品且不退押金及一切费用），实际乙方是当天半夜知道在三天内要搬离。2.参加了19年夏日风暴，最后一个月返现一个月房租，合同上注明，乙方原因解约才停止返现，现在甲方拒绝返现，给出的原因是合同上写了乙方原因解约停止返现，甲方除外，没有...,紫梧桐
2020-05-15,17349755621,与蛋壳公寓的租房合同到期后迟迟不退还押金,返还押金,本人与蛋壳公寓签订了租房合同，合同正常到期后，办完退租手续后，蛋壳公寓迟迟不退押金，蛋壳公寓是紫梧桐（北京）资产管理有限公司旗下的租房中介,紫梧桐
2020-05-30,17349892115,无故终止了租房合同重新租住优惠不再,恢复优惠券,"总公司所属：紫梧桐（北京）资产管理有限公司
发生地杭州所属：蛋壳（杭州）资产管理有限公司
当事人：潘
合同纠纷事情经过：
我采用押一付一的方式入住杭州三塘桃园16.3.102C房间，月租金1120元每月，于5月28日入住，参加优惠后首次缴纳首月房租和押金共1825元，5月30日蛋壳公寓后台单方面终止了租房合同，具体原因不清...",紫梧桐
2020-05-20,17349802172,紫梧桐上海公寓管理有限公司的蛋壳公寓无故解除合同给本人造成经济损失,"退押金退租金，,补偿经济损失",我于2020年4月30号在该公司的蛋壳app上网签了一个合租房的一个单间，因看房时发现合租房的公共区域有烟头和厨房等公共区域非常脏乱，该公司销售承诺我住进去前都会处理好和会投诉其他租客，我住进去后发现每天都有人在卫生间和公共区域抽烟，厨房依旧脏乱垃圾不分类且垃圾已经长蛆了，询问客服得知该销售已经被辞退，因...,紫梧桐
2020-05-13,17349730259,紫梧桐天津公寓管理有限公司阴阳合同套路房东,"赔偿,道歉",2018年11月，有一自称蛋壳公寓（紫梧桐(天津)公寓管理有限公司）的员工蒋海峰（身份证号152327199509033***），通过天津中原地产（气象台路）店，与本人签订房屋租赁合同（合同编号TJZ2018-0023***），租赁期限为3年，自2018年11月22日至2022年3月21日，每月租金1700元。在与蒋海峰签订租赁合同时，蒋海峰称是代表蛋壳公...,紫梧桐
2020-05-11,17349715402,北京紫梧桐蛋壳公寓消费欺诈客服不退款售后不作为,"退款,道歉",整整一个月了，在我做出反馈之后，蛋壳先是声称在处理办理租赁备案，浪费我一个月，不给予退押金。现在承认办不了租赁备案了，又提出了让填单子找管家联系原因办租赁备案的业主，然后换租过去，但是这根本是无效的方案，管家都压根儿就没去联系业主就擅自把单子关掉了，这种服务有何意义！客服售后管家把客户当猴子耍，...,紫梧桐
2020-05-08,17349683670,蛋壳公司紫梧桐北京资产管理有限公司违约但通知业主签订违约合同后不付违约金,"退款,赔偿,道歉,作出处罚",蛋壳公司～紫梧桐（北京）资产管理有限公司强制与业主违约，但通知业主签订违约合同后不付违约金，客服说有人联系业主但无人联系，承诺业主支持爱心计划的房租也不能全额退款！,紫梧桐
2020-05-10,17349701784,蛋壳公寓出租违法隔断房拒绝按合同赔付退房违约金,"退款,赔偿,道歉,作出处罚,解释",本人2019年11月7日与蛋壳公寓（紫梧桐资产管理有限公司）签订合同，2020年5月7日上午突然接到电话通知，由于租住的是中介自己弄得隔断房，社区要求三日内搬离，只能补偿500元搬家费。根据2019年7月北京市相关规定，已经禁止出租隔断房了，本人11月租房依然租到了隔断房，并并签订合同工。同时，租房合同显示需提前30天通...,紫梧桐
2020-05-07,17349672878,退还剩余房租和维修费服务费退还一个月的房租押金退还房东给的疫情房租补贴,"退款,作出处罚",  本人于2019年11月18号与紫梧桐（北京）资产管理有限公司（蛋壳公寓），签订一年租房合同，租金半年付押一月。在2020年4月23号因房屋隔断将客厅阳台隔起来，无阳光，无法正常居住，并且除了房租我还每月额外缴纳15元的维修费和双周保洁费113元，但截至我搬走，双周保洁已经将近四个月没有来过，叫维修以后多半都是告诉...,紫梧桐
2020-05-02,17349617067,蛋壳公寓私自打隔断单方违约房屋破损严重不予赔偿不按合同约定支付违约金,"退款,赔偿,作出处罚,道歉,改善服务,维修",本人于2017年9月12日将精装房租给蛋壳公寓【紫梧桐(北京)资产管理有限公司】，合同约定2020年11月25日到期。蛋壳公寓私自打隔断后出租，现蛋壳公寓联系本人违约退租，隔断拆除后痕迹不予清除，房屋墙面、地面、家具均损毁严重，蛋壳公寓不予修复且不愿为此作出经济赔偿，违反合约条例。现蛋壳公寓寄出违约告知函欲单方面...,紫梧桐
2020-04-25,17349555290,蛋壳公寓强行单方面无理由解除合同,继续履行合同,诉求的对象：紫梧桐（北京）资产管理有限公司 诉求公司注册地址：北京市东城区朝阳门内大街8号212 涉及金额：15000元到16000元 房屋地址：昌平区回龙观龙禧园一区3号楼2单元402室 姓名 :程海 联系电话：13910784*** 主要诉求：要求蛋壳公寓（紫梧桐（北京）资产管理有限公司）继续履行合同。 事情背景：2019年11月12日我...,紫梧桐
2020-04-24,17349541282,蛋壳公寓非法改变房屋内部结构并分割出租,赔偿    解除合同,南京紫梧桐公寓管理有限公司（蛋壳公寓）在未经房东、物业、社区以及房产局等相关部门知晓的同意的情况下，私自非法改变房东房屋的内部结构分割出租，违反了《商品房租赁管理办法》和《房地产经纪管理办法》等多部法律法规。根据合同约定，房东提出解除合同，蛋壳公寓向房东赔偿2个月房租以及因非法改造房屋内部结构分割...,紫梧桐
2020-04-22,17349515979,蛋壳公寓非法改变房屋内部结构并分割出租牟取暴利,"赔偿,解除合同   ",南京紫梧桐公寓管理有限公司（蛋壳公寓）在未经房东、物业、社区以及房产局等相关部门知晓的同意的情况下，私自非法改变房东房屋的内部结构分割出租，违反了《商品房租赁管理办法》和《房地产经纪管理办法》等多部法律法规。根据合同约定，房东提出解除合同，蛋壳公寓向房东赔偿2个月房租以及因非法改造房屋内部结构分割...,紫梧桐
2020-04-27,17349573536,蛋壳公寓单方面违约解除合同不给退款,"退款,作出处罚","本人于2019.12.13和蛋壳公寓【紫梧桐（上海）公寓管理有限公司】签约为期的一年租赁协议，2700元/月，付了全年租金 服务费 维修费 押金，共计：35712元。
3.20号以短信形式通知我因疫情影响要和房东解约，让我搬走，并给我相应违约补偿，我给他们的回复是：我不要补偿，也不搬走，按合同约定日期履行，到期搬离。
后来蛋...",紫梧桐
2020-04-20,17349494034,蛋壳公寓以疫情为由单方面要求少支付一个月房租,赔偿,2019-07-26与蛋壳公寓，紫梧桐（北京）资产管理有限公司，签署房屋租赁合同。合同有效期五年。该公司并未在2020年3月24按照合同要求支付房租。单方面要求该季度减免一个月减免租金「三个月仅支付两个月的租金。」本次支付房租延期了15天。理由是爱心减免，本人房屋地址为海淀区皂君西里，未有任何工作与人员与我告知，拨...,紫梧桐
2020-04-22,17349511648,蛋壳公寓紫梧桐北京资产管理有限公司不按时支付房租给房东,按合同支付房租给房东,不按时支付房屋租金，拖欠房东房屋租金，不按规履行合同,紫梧桐
2020-04-16,17349450929,蛋壳公寓紫梧桐上海公寓管理有限公司逾期不支付房东房租,按合同支付房租,"我们将本房屋托管给了紫梧桐（上海）公寓管理有限公司（后文简称为蛋壳公寓），按照我们与蛋壳公寓的合同约定，蛋壳公寓应于2020年3月28日向我方支付房款，但至今未收到蛋壳公寓的打款。房款已经逾期！
",紫梧桐
2020-04-18,17349471674,未享受保洁服务却正常缴费,"退款,赔偿,改善服务",在蛋壳公寓租的房子，每个月有两次保洁收取服务费194元，但是从2020年2月份开始一直到今天2020年4月18日都没有人来打扫卫生，服务费每个月都是收取的，找他们的客服说这个事情给的回复是会安排保洁上门消毒这么久了人都没见，钱一份也不会退回。还威胁说如果不交服务费电子锁就会冻结，就进不去屋了，这是解决问题的态度...,紫梧桐
2020-04-12,17349410696,南京紫梧桐蛋壳公寓签约前隐瞒贷款条款重要信息要求返还定金,"退款,赔偿,道歉",4.10南京紫梧桐（蛋壳公寓）销售在我交定金时确认已告知一切与租户利益有关的重要信息，4.11签约时发现贷款租房条款，用客户信用换取公司流动性和收益。构成隐瞒欺诈，要求解约，依法退还定金并道歉。,紫梧桐
2020-04-10,17349394230,南京紫梧桐公寓管理有限公司无理由不履行合同,继续履行合同,2019年10月与南京紫梧桐公寓管理有限公司签订合同，将房屋委托该公司管理，合同期为2019-10-22至2025-03-19。今日，该公司发来告知函，无任何理由单方终止合同。,紫梧桐
2020-04-14,17349431886,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",本人与蛋壳公寓(紫梧桐(北京)资产管理有限公司)，以下简称蛋壳公寓，签订财产委托管理服务合同，房屋由蛋壳公寓代理出租，蛋壳公寓应按合同付款计划按期按时支付租金。本期租金付款日为2020年4月11日，已过付款日期多日，蛋壳公寓仍未支付租金。要求其立即支付租金。,紫梧桐
2020-04-14,17349431821,蛋壳公寓紫梧桐北京资产管理有限公司合同付款日已过未支付租金,赔偿,本人与蛋壳公寓(紫梧桐(北京)资产管理有限公司)，以下简称蛋壳公寓，签订财产委托管理服务合同，房屋由蛋壳公寓代理出租，蛋壳公寓应按合同付款计划按期按时支付租金。本期租金付款日为2020年4月11日，已过付款日期多日，蛋壳公寓仍未支付租金。要求其尽快支付租金。,紫梧桐
2020-04-16,17349455622,蛋壳公寓不按合约付房租并发告知函单方强制解除合同,履行合约或赔偿损失,"我方与紫梧桐(北京)资产管理有限公司(品牌名：蛋壳公寓)2018年6月30日签署财产委托管理合同，期限为3年。合同履行一半时，在无任何符合合同解除条件的前提下，蛋壳公寓向我方发送＂告知函＂，欲强行解除合同。
我方当初为满足蛋壳装修需要，已把装修布置齐全的家具、家电、实木门等全部作废或廉价处理，并且积极配合蛋壳...",紫梧桐
2020-04-08,17349367066,蛋壳公寓虚假宣传发布错误信息诱骗消费者签署合同后不负责任,"退款,赔偿",2020年2月20日紫梧桐（上海）公司向业主发送法务函，大致内容为由于疫情影响，与业主解除资产委托协议。2月29日，紫梧桐（上海）公司在蛋壳公寓平台将房屋出租给租户，并未告知租户房子存在争议。目前，房屋业主上门要求租户退租并将房屋收回，由于紫梧桐（上海）公司的虚假宣传，严重侵害租户利益。,紫梧桐
2020-04-11,17349390277,北京紫梧桐蛋壳公寓欺诈消费者,"退款,道歉,作出处罚",带看房的人员工和他领导欺诈消费者，我再三找他们确认，并一起询问居委会，在居委会人员面前保证能办租赁合同。签完合同后翻脸告诉我办不了，居委会阿姨能帮我作证，他们如果说不能办租赁合同我好办居住证我是不会签合同的。这是欺诈，辣鸡公司，无底线员工,紫梧桐
2020-04-09,17349369677,蛋壳公寓未按时付款,付款或者解除合同,本人作为委托方与紫梧桐（北京）资产管理有限公司（蛋壳公寓）于2018年签订资产管理委托合同一份，约定对方按季度付我租金，今年3月21日应付租金至今未付。,紫梧桐
2020-04-08,17349367993,蛋壳公寓违反合同未按合同支付业主房租,"赔偿,道歉,作出处罚",蛋壳公寓/紫梧桐（北京）资产管理有限公司/110105018525***，未按照合同约定支付租金。我的房屋一直在满租状态，是蛋壳一直盈利的优质资产，没有理由违约，不履行合同。我现在需要资金救急。,紫梧桐
2020-04-09,17349380293,疫情期间乱收费紫梧桐北京资产管理有限公司,退款,因为疫情的原因二三月份都没有任何服务人员能上门，还收取我们费用，打客服电话，客服说他们接电话还有什么管家都是包含在这个费用里面的，他们都有从我们这服务费里扣钱，都没给我们提供服务为啥要收我们钱？二月份是198三月份是255（三月份的我还没交 但软件一直显示未交费，最终都会让我交费用的）在二月份APP上显示...,紫梧桐
2020-04-08,17349370493,紫梧桐上海公寓管理有限公司标记年付款88折优惠活动不给我兑现,"退款,赔偿,道歉,作出处罚,恢复优惠券","
蛋壳公寓-租房时标记有8.8折返现活动,但签约后不给予兑现.说我没有在合同上勾选. 我想问在我知情的情况谁会
不够选8.8折活动呢?我后来在APP上反馈该问题--我没有享有8.8折活动,请帮忙加上. 但对方一口咬定合同上没有就
是不能修改的(APP有明确标注签约指定年租,立享全年租金8.8折优惠返现),8.8折活动是假的诱骗我签约是...",紫梧桐
2020-04-07,17349352274,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",蛋壳公寓，即紫梧桐（北京）资产管理有限公司，按合同约定应于2020.4.1支付的下个季度房租18000元至今未付，单方面解除合同，不赔偿违约责任金，房屋破坏不予修复、复原，拖欠房租水电煤气费用不付，客服态度极其恶劣，目前联系不上蛋壳公司，微信不回，手机关机。 ,紫梧桐
2020-04-07,17349335206,蛋壳公寓违约不支付违约金,"赔偿,按协议支付违约金",蛋壳公寓（紫梧桐（北京）资产管理有限公司）违约退掉我（房主）的房子，与我签订违约赔偿协议，约定赔偿金额，协议上注明5个工作日支付给我违约金5780元。如今时间过了很久，蛋壳公寓并未支付违约金，并不再与我沟通。,紫梧桐
2020-04-04,17349331260,蛋壳公寓欺骗消费者,"赔偿,作出处罚,改善服务,给予处理",2020年3月28日与紫梧桐（北京）资产管理有限公司下属员工焦鑫宇在蛋壳公寓APP上签约房屋租赁合同，在2020年4月3日被告知不符合入住条件需要重新签约合同或缴纳多余费用4400元，事先我已再三询问租房注意事项及相关事宜，该公司业务人员焦鑫宇承诺可以签约并入住，未告知我入住条件中需要办理贷款分期租赁房屋及相关注意...,紫梧桐
2020-04-06,17349343822,紫梧桐上海公寓管理有限公司旗下蛋壳公寓收取服务费但却不提供服务,退款,在上海闵行租房，用的是蛋壳公寓APP，收取费用中，有一项费用是服务费，内容是一个月，保洁阿姨上门打扫一定次数的卫生。 起初由于春节期间，保洁未来，APP说明了原因，答应会节后补上相应的保洁次数。 后由于疫情期间，保洁阿姨一直都没来打扫，前前后后加起来一共有三个月的保洁服务未提供，但是蛋壳公寓还是照常收取...,紫梧桐
2020-04-17,17349466482,蛋壳公寓房东解约售后人员不按合同条款执行服务滞后不理睬客户,按合同约定履行解协议,"紫梧桐（上海）公寓管理有限公司，即蛋壳公寓与徐xx先生2019年4月4日签署了关于在上海市嘉定区安亭镇紫荆四村x号x室财务委托管理服务合同 。
现我方想解除委托管理服务合同，于2020年4月4号电话蛋壳公寓北京总部，总部表示会在1-2天内给予反馈，同时告知其上海经营场地：上海市闵行区吴中路1799号V1座三楼302室 蛋壳公寓...",紫梧桐
2020-04-05,17349337224,南京紫梧桐公寓以月租广告骗签租房合同后再让贷款分期付款,"退款,赔偿,道歉,解释,解决问题",本人于25号在天景山公寓如意苑看房子，当时工作人员说的是压一付一，所以当天付了300元定金。26号和工作人员签订了租房合同，说好的930元每月变成了950元每月，20也就没所谓就扫二维码签订了合同。合同签订好了之后，工作人员发来一个二维码，发现是微众银行的贷款分期业务，当时问了工作人员这个问题，工作人员回答需要...,紫梧桐
2020-04-02,17349304986,发布虚假信息,"退款,赔偿,作出处罚",蛋壳公寓授权方紫梧桐（上海）公寓管理有限公司2020年2月20日给平台租赁房屋业主发送法务函，解除其公司与业主的房产委托管理协议，2020年2月29日又将已解除协议的房屋在蛋壳公寓平台转租给租户。现房屋业主按照2020年2月20日法务函内容要求收回房屋，清退租户，租户与房屋业主均得不到蛋壳公寓的回复及解决问题的方法。,紫梧桐
2020-03-30,17349275769,蛋壳公寓交了服务费未安排服务不予合理退款,"退款,道歉",2月交了服务费，未安排服务，找官方客服沟通不合理退款解决，三月没有安排服务，但催缴3月服务费，不缴费强行锁门，官方不予解决，希望企业解决，紫梧桐（北京）资产管理有限公司，高靖，法人,紫梧桐
2020-03-23,17349204480,紫梧桐上海公寓管理有限公司受租房屋拒绝维修拒绝解约公寓业务员售后信息不实,"退款,赔偿","投诉人（下图123所示）——签约人：王帅/签约手机13020181***/签约房间地址：上海市嘉定区绿地秋霞坊小区100楼1单元701A/合同月租金及期限：1560元12个月/涉案金额：首付1775元
投诉目标：一：合同甲方公寓公司无条件解除合同退回除三天房租外的首付费用及电器故障补偿 二：在一目标不达成情形下申诉合同甲方公寓公司旗下...",紫梧桐
2020-03-17,17349140771,楼上房屋出租漏水签订赔偿协议后两个月经过多次催促才进行赔偿,道歉,2019年11月中旬，楼上出租给紫梧桐(上海)公寓管理有限公司的房屋由于租客使用问题漏水，造成楼下业主天花板漏水。2020/1/19签订协商赔偿协议后，超过十四工作日后，没有拿到约定赔偿。多次联系，称没有上班，尽快处理。期间询问房屋管家，称已经离职，且无法提供其他联系人信息，只能联系客服。联系客服后，回复均不是该...,紫梧桐
2020-03-20,17349176343,蛋壳公寓拖欠房东公共事业费,退款,本人于2018/11/29与紫梧桐（上海）公寓管理有限公司签订了为期4年的财产委托管理服务合同。近日，蛋壳公寓以疫情空租为由，与本人签订终止协议，并于3月3日完成房屋交接。经双方确认并与管家签署水电煤交割单，蛋壳公寓将付清至读数上的水电煤费用。然而至今蛋壳公寓一直未履行上述承诺，期间我已屡次拨打蛋壳公寓400客...,紫梧桐
2020-03-17,17349132369,蛋壳公寓租的房子近3个月保洁没来打扫过卫生但每个月扔需缴纳服务费,"退款,赔偿,道歉,解释,改善服务",在蛋壳公寓租的房子，每个月有两次保洁收取服务费121元，但是从2020年1月份开始一直到今天2020年3月17日两个多月的时间都没有人来打扫卫生，服务费每个月都是收取的，找他们的客服说这个事情给的回复是一分钱都不退，态度特别嚣张跋扈，还威胁我说如果不交服务费电子锁就会冻结，就进不去屋了，这是解决问题的态度吗？请...,紫梧桐
2020-03-12,17349019998,终止协议归还房屋,归还房屋 完成解约,紫梧桐（上海）公寓管理有限公司在2020年2月25日与本人签署了 终止双方的财产委托管理服务合同（资产类别：房屋）。 该协议约定：终止协议于2020年2月25日确认生效，紫梧桐（上海）公寓管理有限公司应在生效 15个工作日内完成房屋交接归还工作。至今房屋管家仍未联系我方交接房屋，且紫梧桐（上海）公寓管理有限公司多次...,紫梧桐
2020-03-13,17349054483,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",紫梧桐（天津）公寓管理有限公司，即蛋壳公寓未按合同约定时间支付业务房租租金，未收到蛋壳公寓不能按合约时间支付房租的通知。蛋壳公寓已违反双方签订的《财产委托管理服务合同》。请蛋壳公寓 紫梧桐(天津)公寓管理有限公司立即支付我房租，并对未能合同约定时间支付房租的原因做出解释,紫梧桐
2020-03-11,17349005584,蛋壳公寓紫梧桐公司乱收费,不收取费用,由于疫情期间，本来该有的保洁业务没有了，他们还是扣除了保洁费，这是不是有点坑人，保洁业务里面包含很多我知道，但最根本的不就是保洁吗，没有保洁还交保洁费，客服也是联系不上，说服务费里包含维修费用，而维修费用已经单独付过，希望紫梧桐公司给出合理解释，停止收取不正当费用,紫梧桐
2020-03-16,17349117031,没有保洁正常收取费用宣传可以疫情滞留湖北无法返回可以减免租金但是根本无法申,"退款,赔偿,道歉,修改宣传内容",蛋壳公寓租的房子，在疫情之前1月份就显示保洁派单中却一直没有保洁上门服务，2月份暂停了保洁服务就更别说保洁了上门了。却一直还有每月16723的服务费，现在一月差一次和二月没有保洁要求退还服务费，另外，宣传因疫情滞留湖北无法返回北京人员可以申请租金减免，但是根本不能申请，依然正常扣费，打电话客服回答：系统...,紫梧桐
2020-03-19,17349156058,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",2019年5月份跟蛋壳公寓公司北京紫梧桐资产管理有限公司签订合同委托他们管理我位于东湖新技术开发区卓刀泉路299号花香假日（保利·华都）58平米左右1居室，合同对免租期和月租及付款方式都做了约定，起初几期房款基本正常打款，可本该二月二号打款的本季度房租不但没有按期打款，还收到一个莫名电话是要我免三个月月租，...,紫梧桐
2020-03-15,17349114969,蛋壳公寓以疫情为由单方面要求少支付一个月房租,赔偿,蛋壳公寓强制要求业主提供免租期，不让就推迟支付房租。蛋壳公寓是紫梧桐(北京)资产管理有限公司的品牌，营业执照号110105018525***，注册地址：北京市东城区朝阳门内大街8号212。我2018年将位于北京市通州区中仓街道西上园三区13号楼561室租给蛋壳公寓，业主姓名颉砚斌，手机号15001364***.涉及三个月租金1万八千块钱，...,紫梧桐
2020-03-11,17349006478,紫梧桐蛋壳公寓承诺3月10号退租金现在还没收到,退款,我是一名武汉的蛋壳租户，住在融侨锦江2栋一单元1801 c房间，由于疫情原因本人封城前回家，到目前为止已经有一个月零17天没有住在公寓里面了，1月底蛋壳收了服务费153元，本人并没有受到任何服务，2月23号我交了1090的房租，后面蛋壳说在武汉的租户可以退一个月租金，3月2号会到账，到了时间看并没有这个钱，我打电话询...,紫梧桐
2020-03-08,17348971789,紫梧桐上海公寓管理有限公司本次支付房租时汇款单备注上写的期数与合同约定不符,解释,原与紫梧桐(上海)公寓管理有限公司签定合同，约定应在2020年2月17日收取房租44793元，后经二次投诉，终于在2020年3月5日收到合同约定的第四期房租44793元。但紫梧桐(上海)公寓管理有限公司在本次汇款单备注中写上”蛋壳续付2020-3-5第五期”字样(见图1)，这样备注不知道是有意还是笔误？本次已支付的房租金额实为合同约定...,紫梧桐
2020-03-11,17348983328,紫梧桐上海蛋壳公寓单方面违约不按合同正常支付房东租金,按照合同付房子租金,你好我是房东。房屋地址为上海浦东新区锦和路99弄上海绿城8号602室。我与2018你那12月20日于紫梧桐（上海）（蛋壳公寓）签订了房屋委托代理租赁合同。按照合同，蛋壳应该在2020年3月19日支付我25239元三个月的房租。但是今年2月份蛋壳单方面通知我说因为疫情，需要房东免租1个月，因此3月19日不付房租，4月19日才能支付2...,紫梧桐
2020-03-11,17349012307,蛋壳公寓公开信承诺疫情补偿无法申请发国难财,"退款,赔偿,作出处罚","蛋壳公寓“紫梧桐(北京)资产管理有限公司”弄虚作假，疫情期间发国难财！利用公开信欺世盗名，谎称“将按照各地政府公布的因疫情延期返工天数返还相应的租金”，承诺而不兑现！
承诺“面向全体租客的疫情补偿，至少10天的租金返还”根本无法申请！蛋壳的承诺与实际操作中存在各种巧立名目导致疫情补偿无法申请！
同胞在国难中...",紫梧桐
2020-03-11,17349001798,紫梧桐北京资产管理有限公司不退武汉租户2月房租不合理收取服务费,"退款,赔偿,作出处罚,道歉",我是武汉租户，2月份和客服通话被告知只要是武汉租户均可以退2月份租金，无需申请，但是在3月5日下午询问客服为何钱未到账时，客服告知我1月23有居住记录不能退钱。本人1月23早上6点左右有最后一次开门记录，2月份无任何居住记录，蛋壳以此为由拒绝返还我2月的租金，却要求我们的房东免租90天 ；疫情期间没有任何服务  ...,紫梧桐
2020-03-03,17348913612,本人与紫梧桐北京资产管理有限公司签订财产委托管理服务合同紫梧桐方违约,"赔偿,支付违约金",紫梧桐（北京）资产管理有限公司未按与本人签订的《财产委托管理服务合同》既租房合同内约定的2020年2月27日支付给本人3个月房租，并于2020年2月18日向本人发出《法务函》通知我就原编号为BJWTSBJE19094079***合同无法继续履行。本人认为紫梧桐方为单方违约，诉求紫梧桐（北京）资产管理有限公司向我支付上述合同约定的2...,紫梧桐
2020-03-07,17348956766,未上门保洁服务费照收合同不清楚,"退款,赔偿,道歉,解释,改善服务","2月25日投诉内容：蛋壳公寓租的房子，在疫情之前1月份就显示保洁派单中却一直没有保洁上门服务，2月份暂停了保洁服务就更别说保洁了上门了。却一直还有每月200的服务费，我们一共4间房每个月每间200服务费，两个月没有上门保洁可想而知收了多少！保洁每次打扫的也就敷衍了事，公共厨房油烟机从来不清理。
    以上投诉内...",紫梧桐
2020-03-06,17348947498,2月23日提现一直待处理3月6日显示银行处理中需要审核不符合银行工作流程,退款,400客服答复模棱两可，各种借口拖延，如果已提交银行打款，只要信息无误，很快便可以到账。因该笔退款拖延了十几天，已经严重影响本人正常衣食住行，正常生活已经难以为继，现要求蛋壳今日务必将该笔款项成功退还，否则本人将已非法占有他人财物对紫梧桐（北京）资产管理有限公司依法提起诉讼。,紫梧桐
2020-03-07,17348961778,蛋壳乱收服务费,"退款,赔偿","我在紫梧桐北京资产管理有限公司旗下的蛋壳公寓上租的房子，在今年二月份因为疫情原因他们取消了上门保洁的服务，关键还照收了我们的服务费！之后多次打给蛋壳客服电话反映这个情况，他们却以叫我转接为由来回推卸责任！合同上也没有标注具体的服务费明细！
      合同中明明公共区域保洁费由甲方承担，为什么还要我乙方...",紫梧桐
2020-03-11,17348928841,蛋壳公寓紫梧桐北京资产管理有限公司公开信承诺疫情补偿无法申请发国难财,"退款,赔偿,作出处罚","蛋壳公寓“紫梧桐(北京)资产管理有限公司”弄虚作假，疫情期间发国难财！利用公开信欺世盗名，谎称“将按照各地政府公布的因疫情延期返工天数返还相应的租金”，承诺而不兑现！
承诺“面向全体租客的疫情补偿，至少10天的租金返还”根本无法申请！蛋壳的承诺与实际操作中存在各种巧立名目导致疫情补偿无法申请！
同胞在国难中...",紫梧桐
2020-03-02,17348893459,蛋壳公寓服务费乱收问题,"退款,解释","本人是蛋壳公寓（紫梧桐公寓管理公司）的租户，原本定的是每月有两次上门的保洁服务，费用是每月251，疫情期间取消保洁服务，当然支持 + 理解，但是相应的，当月的服务费难道不也应该停止收取？

对于这个问题，电联了蛋壳管家（和租户直接联系的中间人），得到的解释是，需要自己打客服热线（4001-551-551）申请退款，...",紫梧桐
2020-03-02,17348898710,疫情期间由于不可抗力退租违约金问题,"改善服务,解释",本人于19年六月与紫梧桐（上海）公寓管理有限公司签订租赁合同，2020年1月19日由于春节返鄂（期间已经交付一个月房租），租赁合同于2月19日为最后缴租时限，由于疫情不可抗力因素（无法返沪），（没有收入来源）本人于2月10日提出退租申请，由于合同未满1年，对方需要缴付1个月违约金；正常情况下需要提前一个月进行退租...,紫梧桐
2020-02-28,17348858313,蛋壳公寓未履行合同拒绝支付租金,履行合同 赔礼道歉,蛋壳公寓/紫梧桐（北京）资产管理有限公司/110105018525***，未按照合同约定支付租金。我的房屋距离地铁北运河西2公里，一直非常旺，合同期内所有房间一直在满租状态，是蛋壳一直盈利的优质资产，没有理由违约，不履行合同。,紫梧桐
2020-02-24,17348809371,紫梧桐北京资产管理有限公司拖欠业主房租,立即支付房租,根据本人与紫梧桐（北京）资产管理有限公司签订的《财产委托管理合同》，2020年2月16日为紫梧桐的付款日，支付本人资金21600元。可是目前为止，本人仍没有收到租金。,紫梧桐
